"","individual_id","dates","default"
"137",4,2013-05-01,0
"138",4,2013-06-01,0
"139",4,2013-07-01,0
"140",4,2013-08-01,0
"141",4,2013-09-01,0
"142",4,2013-10-01,0
"143",4,2013-11-01,0
"144",4,2013-12-01,0
"145",4,2014-01-01,0
"146",4,2014-02-01,0
"147",4,2014-03-01,0
"148",4,2014-04-01,0
"149",4,2014-05-01,0
"150",4,2014-06-01,0
"151",4,2014-07-01,0
"152",4,2014-08-01,0
"153",4,2014-09-01,0
"154",4,2014-10-01,0
"155",4,2014-11-01,0
"156",4,2014-12-01,0
"157",4,2015-01-01,0
"158",4,2015-02-01,0
"159",4,2015-03-01,0
"160",4,2015-04-01,0
"161",4,2015-05-01,0
"162",4,2015-06-01,0
"163",4,2015-07-01,0
"164",4,2015-08-01,0
"165",4,2015-09-01,0
"166",4,2015-10-01,0
"167",4,2015-11-01,1
"168",5,2013-01-01,0
"169",5,2013-02-01,0
"170",5,2013-03-01,0
"171",5,2013-04-01,0
"172",5,2013-05-01,0
"173",5,2013-06-01,0
"174",5,2013-07-01,0
"175",5,2013-08-01,0
"176",5,2013-09-01,0
"177",5,2013-10-01,0
"178",5,2013-11-01,0
"179",5,2013-12-01,0
"180",5,2014-01-01,0
"181",5,2014-02-01,0
"182",5,2014-03-01,0
"183",5,2014-04-01,0
"184",5,2014-05-01,0
"185",5,2014-06-01,0
"186",5,2014-07-01,0
"187",5,2014-08-01,0
"188",5,2014-09-01,1
"189",6,2013-01-01,0
"190",6,2013-02-01,0
"191",6,2013-03-01,0
"192",6,2013-04-01,0
"193",6,2013-05-01,0
"194",6,2013-06-01,1
"195",7,2013-01-01,0
"196",7,2013-02-01,0
"197",7,2013-03-01,0
"198",7,2013-04-01,0
"199",7,2013-05-01,0
"200",7,2013-06-01,0
"201",7,2013-07-01,0
"202",7,2013-08-01,0
"203",7,2013-09-01,0
"204",7,2013-10-01,0
"205",7,2013-11-01,0
"206",7,2013-12-01,0
"207",7,2014-01-01,0
"208",7,2014-02-01,0
"209",7,2014-03-01,0
"210",7,2014-04-01,0
"211",7,2014-05-01,0
"212",7,2014-06-01,0
"213",7,2014-07-01,0
"214",7,2014-08-01,0
"215",7,2014-09-01,0
"216",7,2014-10-01,0
"217",7,2014-11-01,0
"218",7,2014-12-01,0
"219",7,2015-01-01,0
"220",7,2015-02-01,0
"221",7,2015-03-01,0
"222",7,2015-04-01,0
"223",7,2015-05-01,0
"224",7,2015-06-01,0
"225",7,2015-07-01,0
"226",7,2015-08-01,1
"227",8,2013-01-01,0
"228",8,2013-02-01,0
"229",8,2013-03-01,0
"230",8,2013-04-01,0
"231",8,2013-05-01,0
"232",8,2013-06-01,0
"233",8,2013-07-01,0
"234",8,2013-08-01,0
"235",8,2013-09-01,0
"236",8,2013-10-01,0
"237",8,2013-11-01,0
"238",8,2013-12-01,0
"239",8,2014-01-01,0
"240",8,2014-02-01,0
"241",8,2014-03-01,0
"242",8,2014-04-01,0
"243",8,2014-05-01,0
"244",8,2014-06-01,0
"245",8,2014-07-01,0
"246",8,2014-08-01,0
"247",8,2014-09-01,0
"248",8,2014-10-01,0
"249",8,2014-11-01,0
"250",8,2014-12-01,0
"251",8,2015-01-01,0
"252",8,2015-02-01,0
"253",8,2015-03-01,0
"254",8,2015-04-01,0
"255",8,2015-05-01,0
"256",8,2015-06-01,0
"257",8,2015-07-01,0
"258",8,2015-08-01,0
"259",8,2015-09-01,0
"260",8,2015-10-01,0
"261",8,2015-11-01,0
"262",8,2015-12-01,0
"263",8,2016-01-01,0
"264",8,2016-02-01,0
"265",8,2016-03-01,0
"266",8,2016-04-01,0
"267",8,2016-05-01,0
"268",8,2016-06-01,0
"269",8,2016-07-01,0
"270",8,2016-08-01,0
"271",8,2016-09-01,0
"272",8,2016-10-01,0
"273",8,2016-11-01,0
"274",8,2016-12-01,0
"275",8,2017-01-01,0
"276",8,2017-02-01,0
"277",8,2017-03-01,0
"278",8,2017-04-01,0
"279",8,2017-05-01,0
"280",8,2017-06-01,0
"281",8,2017-07-01,0
"282",8,2017-08-01,0
"283",8,2017-09-01,0
"284",8,2017-10-01,0
"285",8,2017-11-01,0
"286",9,2013-01-01,0
"287",9,2013-02-01,0
"288",9,2013-03-01,0
"289",9,2013-04-01,0
"290",9,2013-05-01,0
"291",9,2013-06-01,0
"292",9,2013-07-01,0
"293",9,2013-08-01,0
"294",9,2013-09-01,0
"295",9,2013-10-01,1
"296",10,2013-01-01,0
"297",10,2013-02-01,0
"298",10,2013-03-01,0
"299",10,2013-04-01,0
"300",10,2013-05-01,0
"301",10,2013-06-01,0
"302",10,2013-07-01,0
"303",10,2013-08-01,0
"304",10,2013-09-01,0
"305",10,2013-10-01,0
"306",10,2013-11-01,0
"307",10,2013-12-01,0
"308",10,2014-01-01,0
"309",10,2014-02-01,0
"310",10,2014-03-01,0
"311",10,2014-04-01,1
"312",11,2013-01-01,0
"313",11,2013-02-01,0
"314",11,2013-03-01,0
"315",11,2013-04-01,0
"316",11,2013-05-01,0
"317",11,2013-06-01,0
"318",11,2013-07-01,0
"319",11,2013-08-01,0
"320",11,2013-09-01,0
"321",11,2013-10-01,0
"322",11,2013-11-01,0
"323",11,2013-12-01,0
"324",11,2014-01-01,0
"325",11,2014-02-01,0
"326",11,2014-03-01,0
"327",11,2014-04-01,0
"328",11,2014-05-01,0
"329",11,2014-06-01,0
"330",11,2014-07-01,0
"331",11,2014-08-01,0
"332",11,2014-09-01,0
"333",11,2014-10-01,0
"334",11,2014-11-01,0
"335",11,2014-12-01,0
"336",11,2015-01-01,0
"337",11,2015-02-01,0
"338",11,2015-03-01,0
"339",11,2015-04-01,0
"340",11,2015-05-01,0
"341",11,2015-06-01,0
"342",11,2015-07-01,0
"343",11,2015-08-01,0
"344",11,2015-09-01,0
"345",11,2015-10-01,0
"346",11,2015-11-01,0
"347",11,2015-12-01,1
"348",12,2013-01-01,0
"349",12,2013-02-01,0
"350",12,2013-03-01,0
"351",12,2013-04-01,0
"352",12,2013-05-01,0
"353",12,2013-06-01,0
"354",12,2013-07-01,0
"355",12,2013-08-01,0
"356",12,2013-09-01,0
"357",12,2013-10-01,0
"358",12,2013-11-01,0
"359",12,2013-12-01,0
"360",12,2014-01-01,0
"361",12,2014-02-01,0
"362",12,2014-03-01,0
"363",12,2014-04-01,0
"364",12,2014-05-01,0
"365",12,2014-06-01,0
"366",12,2014-07-01,0
"367",12,2014-08-01,0
"368",12,2014-09-01,0
"369",12,2014-10-01,0
"370",12,2014-11-01,0
"371",12,2014-12-01,0
"372",12,2015-01-01,0
"373",12,2015-02-01,0
"374",12,2015-03-01,0
"375",12,2015-04-01,0
"376",12,2015-05-01,0
"377",12,2015-06-01,0
"378",12,2015-07-01,0
"379",12,2015-08-01,0
"380",12,2015-09-01,0
"381",12,2015-10-01,0
"382",12,2015-11-01,0
"383",12,2015-12-01,0
"384",12,2016-01-01,0
"385",12,2016-02-01,0
"386",12,2016-03-01,0
"387",12,2016-04-01,0
"388",12,2016-05-01,0
"389",12,2016-06-01,0
"390",12,2016-07-01,0
"391",12,2016-08-01,0
"392",12,2016-09-01,0
"393",12,2016-10-01,0
"394",12,2016-11-01,0
"395",12,2016-12-01,0
"396",12,2017-01-01,0
"397",12,2017-02-01,0
"398",12,2017-03-01,0
"399",12,2017-04-01,0
"400",12,2017-05-01,0
"401",12,2017-06-01,0
"402",12,2017-07-01,0
"403",12,2017-08-01,0
"404",12,2017-09-01,0
"405",12,2017-10-01,0
"406",12,2017-11-01,0
"407",13,2013-01-01,0
"408",13,2013-02-01,0
"409",13,2013-03-01,0
"410",13,2013-04-01,0
"411",13,2013-05-01,1
"412",14,2013-01-01,0
"413",14,2013-02-01,0
"414",14,2013-03-01,0
"415",14,2013-04-01,0
"416",14,2013-05-01,0
"417",14,2013-06-01,0
"418",14,2013-07-01,0
"419",14,2013-08-01,0
"420",14,2013-09-01,0
"421",14,2013-10-01,0
"422",14,2013-11-01,0
"423",14,2013-12-01,0
"424",14,2014-01-01,0
"425",14,2014-02-01,0
"426",14,2014-03-01,0
"427",14,2014-04-01,0
"428",14,2014-05-01,0
"429",14,2014-06-01,0
"430",14,2014-07-01,0
"431",14,2014-08-01,0
"432",14,2014-09-01,0
"433",14,2014-10-01,0
"434",14,2014-11-01,0
"435",14,2014-12-01,0
"436",14,2015-01-01,0
"437",14,2015-02-01,0
"438",14,2015-03-01,0
"439",14,2015-04-01,0
"440",14,2015-05-01,0
"441",14,2015-06-01,0
"442",14,2015-07-01,0
"443",14,2015-08-01,0
"444",14,2015-09-01,0
"445",14,2015-10-01,0
"446",14,2015-11-01,0
"447",14,2015-12-01,1
"448",15,2013-01-01,0
"449",15,2013-02-01,0
"450",15,2013-03-01,0
"451",15,2013-04-01,0
"452",15,2013-05-01,0
"453",15,2013-06-01,0
"454",15,2013-07-01,0
"455",15,2013-08-01,0
"456",15,2013-09-01,0
"457",15,2013-10-01,0
"458",15,2013-11-01,0
"459",15,2013-12-01,0
"460",15,2014-01-01,0
"461",15,2014-02-01,0
"462",15,2014-03-01,0
"463",15,2014-04-01,0
"464",15,2014-05-01,0
"465",15,2014-06-01,0
"466",15,2014-07-01,0
"467",15,2014-08-01,0
"468",15,2014-09-01,0
"469",15,2014-10-01,0
"470",15,2014-11-01,0
"471",15,2014-12-01,0
"472",15,2015-01-01,0
"473",15,2015-02-01,0
"474",15,2015-03-01,0
"475",15,2015-04-01,0
"476",15,2015-05-01,0
"477",15,2015-06-01,0
"478",15,2015-07-01,0
"479",15,2015-08-01,0
"480",15,2015-09-01,0
"481",15,2015-10-01,0
"482",15,2015-11-01,0
"483",15,2015-12-01,0
"484",15,2016-01-01,0
"485",15,2016-02-01,0
"486",15,2016-03-01,0
"487",15,2016-04-01,0
"488",15,2016-05-01,0
"489",15,2016-06-01,0
"490",15,2016-07-01,0
"491",15,2016-08-01,0
"492",15,2016-09-01,0
"493",15,2016-10-01,0
"494",15,2016-11-01,0
"495",15,2016-12-01,0
"496",15,2017-01-01,0
"497",15,2017-02-01,0
"498",15,2017-03-01,0
"499",15,2017-04-01,0
"500",15,2017-05-01,0
"501",15,2017-06-01,0
"502",15,2017-07-01,0
"503",15,2017-08-01,0
"504",15,2017-09-01,0
"505",15,2017-10-01,0
"506",15,2017-11-01,0
"507",16,2013-01-01,0
"508",16,2013-02-01,0
"509",16,2013-03-01,0
"510",16,2013-04-01,0
"511",16,2013-05-01,0
"512",16,2013-06-01,0
"513",16,2013-07-01,0
"514",16,2013-08-01,0
"515",16,2013-09-01,0
"516",16,2013-10-01,0
"517",16,2013-11-01,0
"518",16,2013-12-01,0
"519",16,2014-01-01,0
"520",16,2014-02-01,0
"521",16,2014-03-01,0
"522",16,2014-04-01,0
"523",16,2014-05-01,0
"524",16,2014-06-01,0
"525",16,2014-07-01,0
"526",16,2014-08-01,0
"527",16,2014-09-01,0
"528",16,2014-10-01,0
"529",16,2014-11-01,0
"530",16,2014-12-01,0
"531",16,2015-01-01,0
"532",16,2015-02-01,0
"533",16,2015-03-01,0
"534",16,2015-04-01,0
"535",16,2015-05-01,0
"536",16,2015-06-01,0
"537",16,2015-07-01,0
"538",16,2015-08-01,0
"539",16,2015-09-01,0
"540",16,2015-10-01,0
"541",16,2015-11-01,0
"542",16,2015-12-01,0
"543",16,2016-01-01,0
"544",16,2016-02-01,0
"545",16,2016-03-01,0
"546",16,2016-04-01,0
"547",16,2016-05-01,0
"548",16,2016-06-01,0
"549",16,2016-07-01,0
"550",16,2016-08-01,0
"551",16,2016-09-01,0
"552",16,2016-10-01,0
"553",16,2016-11-01,0
"554",16,2016-12-01,0
"555",16,2017-01-01,0
"556",16,2017-02-01,0
"557",16,2017-03-01,0
"558",16,2017-04-01,0
"559",16,2017-05-01,0
"560",16,2017-06-01,0
"561",16,2017-07-01,0
"562",16,2017-08-01,0
"563",16,2017-09-01,0
"564",16,2017-10-01,0
"565",16,2017-11-01,0
"566",17,2013-01-01,0
"567",17,2013-02-01,0
"568",17,2013-03-01,0
"569",17,2013-04-01,0
"570",17,2013-05-01,0
"571",17,2013-06-01,0
"572",17,2013-07-01,0
"573",17,2013-08-01,0
"574",17,2013-09-01,0
"575",17,2013-10-01,0
"576",17,2013-11-01,0
"577",17,2013-12-01,0
"578",17,2014-01-01,0
"579",17,2014-02-01,0
"580",17,2014-03-01,0
"581",17,2014-04-01,0
"582",17,2014-05-01,0
"583",17,2014-06-01,0
"584",17,2014-07-01,0
"585",17,2014-08-01,0
"586",17,2014-09-01,0
"587",17,2014-10-01,0
"588",17,2014-11-01,0
"589",17,2014-12-01,0
"590",17,2015-01-01,0
"591",17,2015-02-01,0
"592",17,2015-03-01,0
"593",17,2015-04-01,0
"594",17,2015-05-01,0
"595",17,2015-06-01,0
"596",17,2015-07-01,0
"597",17,2015-08-01,0
"598",17,2015-09-01,0
"599",17,2015-10-01,0
"600",17,2015-11-01,0
"601",17,2015-12-01,0
"602",17,2016-01-01,0
"603",17,2016-02-01,0
"604",17,2016-03-01,0
"605",17,2016-04-01,0
"606",17,2016-05-01,0
"607",17,2016-06-01,0
"608",17,2016-07-01,1
"609",18,2013-01-01,0
"610",18,2013-02-01,0
"611",18,2013-03-01,0
"612",18,2013-04-01,0
"613",18,2013-05-01,0
"614",18,2013-06-01,0
"615",18,2013-07-01,0
"616",18,2013-08-01,0
"617",18,2013-09-01,0
"618",18,2013-10-01,0
"619",18,2013-11-01,0
"620",18,2013-12-01,0
"621",18,2014-01-01,0
"622",18,2014-02-01,0
"623",18,2014-03-01,0
"624",18,2014-04-01,0
"625",18,2014-05-01,0
"626",18,2014-06-01,0
"627",18,2014-07-01,0
"628",18,2014-08-01,0
"629",18,2014-09-01,0
"630",18,2014-10-01,0
"631",18,2014-11-01,0
"632",18,2014-12-01,0
"633",18,2015-01-01,0
"634",18,2015-02-01,0
"635",18,2015-03-01,0
"636",18,2015-04-01,0
"637",18,2015-05-01,0
"638",18,2015-06-01,0
"639",18,2015-07-01,0
"640",18,2015-08-01,0
"641",18,2015-09-01,0
"642",18,2015-10-01,0
"643",18,2015-11-01,0
"644",18,2015-12-01,0
"645",18,2016-01-01,0
"646",18,2016-02-01,0
"647",18,2016-03-01,0
"648",18,2016-04-01,0
"649",18,2016-05-01,0
"650",18,2016-06-01,0
"651",18,2016-07-01,0
"652",18,2016-08-01,0
"653",18,2016-09-01,0
"654",18,2016-10-01,0
"655",18,2016-11-01,0
"656",18,2016-12-01,0
"657",18,2017-01-01,0
"658",18,2017-02-01,0
"659",18,2017-03-01,0
"660",18,2017-04-01,0
"661",18,2017-05-01,0
"662",18,2017-06-01,0
"663",18,2017-07-01,0
"664",18,2017-08-01,0
"665",18,2017-09-01,0
"666",18,2017-10-01,0
"667",18,2017-11-01,0
"668",19,2013-01-01,0
"669",19,2013-02-01,0
"670",19,2013-03-01,0
"671",19,2013-04-01,0
"672",19,2013-05-01,0
"673",19,2013-06-01,0
"674",19,2013-07-01,0
"675",19,2013-08-01,0
"676",19,2013-09-01,0
"677",19,2013-10-01,0
"678",19,2013-11-01,0
"679",19,2013-12-01,0
"680",19,2014-01-01,0
"681",19,2014-02-01,0
"682",19,2014-03-01,0
"683",19,2014-04-01,0
"684",19,2014-05-01,0
"685",19,2014-06-01,0
"686",19,2014-07-01,0
"687",19,2014-08-01,0
"688",19,2014-09-01,0
"689",19,2014-10-01,0
"690",19,2014-11-01,0
"691",19,2014-12-01,0
"692",19,2015-01-01,0
"693",19,2015-02-01,0
"694",19,2015-03-01,0
"695",19,2015-04-01,0
"696",19,2015-05-01,0
"697",19,2015-06-01,0
"698",19,2015-07-01,0
"699",19,2015-08-01,0
"700",19,2015-09-01,0
"701",19,2015-10-01,0
"702",19,2015-11-01,0
"703",19,2015-12-01,0
"704",19,2016-01-01,0
"705",19,2016-02-01,0
"706",19,2016-03-01,0
"707",19,2016-04-01,0
"708",19,2016-05-01,0
"709",19,2016-06-01,0
"710",19,2016-07-01,0
"711",19,2016-08-01,0
"712",19,2016-09-01,0
"713",19,2016-10-01,0
"714",19,2016-11-01,0
"715",19,2016-12-01,0
"716",19,2017-01-01,0
"717",19,2017-02-01,0
"718",19,2017-03-01,0
"719",19,2017-04-01,0
"720",19,2017-05-01,0
"721",19,2017-06-01,0
"722",19,2017-07-01,0
"723",19,2017-08-01,0
"724",19,2017-09-01,0
"725",19,2017-10-01,0
"726",19,2017-11-01,0
"727",20,2013-01-01,0
"728",20,2013-02-01,0
"729",20,2013-03-01,0
"730",20,2013-04-01,0
"731",20,2013-05-01,1
"732",21,2013-01-01,0
"733",21,2013-02-01,0
"734",21,2013-03-01,0
"735",21,2013-04-01,0
"736",21,2013-05-01,0
"737",21,2013-06-01,0
"738",21,2013-07-01,0
"739",21,2013-08-01,0
"740",21,2013-09-01,0
"741",21,2013-10-01,0
"742",21,2013-11-01,0
"743",21,2013-12-01,0
"744",21,2014-01-01,0
"745",21,2014-02-01,0
"746",21,2014-03-01,0
"747",21,2014-04-01,0
"748",21,2014-05-01,0
"749",21,2014-06-01,0
"750",21,2014-07-01,0
"751",21,2014-08-01,0
"752",21,2014-09-01,0
"753",21,2014-10-01,0
"754",21,2014-11-01,0
"755",21,2014-12-01,0
"756",21,2015-01-01,1
"757",22,2013-01-01,0
"758",22,2013-02-01,0
"759",22,2013-03-01,0
"760",22,2013-04-01,0
"761",22,2013-05-01,0
"762",22,2013-06-01,0
"763",22,2013-07-01,0
"764",22,2013-08-01,0
"765",22,2013-09-01,0
"766",22,2013-10-01,0
"767",22,2013-11-01,0
"768",22,2013-12-01,0
"769",22,2014-01-01,0
"770",22,2014-02-01,0
"771",22,2014-03-01,0
"772",22,2014-04-01,0
"773",22,2014-05-01,0
"774",22,2014-06-01,0
"775",22,2014-07-01,0
"776",22,2014-08-01,0
"777",22,2014-09-01,0
"778",22,2014-10-01,0
"779",22,2014-11-01,0
"780",22,2014-12-01,0
"781",22,2015-01-01,0
"782",22,2015-02-01,0
"783",22,2015-03-01,0
"784",22,2015-04-01,0
"785",22,2015-05-01,0
"786",22,2015-06-01,0
"787",22,2015-07-01,0
"788",22,2015-08-01,0
"789",22,2015-09-01,0
"790",22,2015-10-01,0
"791",22,2015-11-01,0
"792",22,2015-12-01,0
"793",22,2016-01-01,0
"794",22,2016-02-01,0
"795",22,2016-03-01,0
"796",22,2016-04-01,0
"797",22,2016-05-01,0
"798",22,2016-06-01,0
"799",22,2016-07-01,0
"800",22,2016-08-01,0
"801",22,2016-09-01,0
"802",22,2016-10-01,0
"803",22,2016-11-01,0
"804",22,2016-12-01,0
"805",22,2017-01-01,0
"806",22,2017-02-01,0
"807",22,2017-03-01,0
"808",22,2017-04-01,0
"809",22,2017-05-01,0
"810",22,2017-06-01,0
"811",22,2017-07-01,0
"812",22,2017-08-01,0
"813",22,2017-09-01,0
"814",22,2017-10-01,0
"815",22,2017-11-01,0
"816",23,2013-01-01,0
"817",23,2013-02-01,0
"818",23,2013-03-01,0
"819",23,2013-04-01,0
"820",23,2013-05-01,0
"821",23,2013-06-01,0
"822",23,2013-07-01,0
"823",23,2013-08-01,0
"824",23,2013-09-01,0
"825",23,2013-10-01,0
"826",23,2013-11-01,0
"827",23,2013-12-01,0
"828",23,2014-01-01,0
"829",23,2014-02-01,0
"830",23,2014-03-01,0
"831",23,2014-04-01,0
"832",23,2014-05-01,0
"833",23,2014-06-01,0
"834",23,2014-07-01,0
"835",23,2014-08-01,0
"836",23,2014-09-01,0
"837",23,2014-10-01,0
"838",23,2014-11-01,0
"839",23,2014-12-01,0
"840",23,2015-01-01,0
"841",23,2015-02-01,0
"842",23,2015-03-01,0
"843",23,2015-04-01,0
"844",23,2015-05-01,0
"845",23,2015-06-01,0
"846",23,2015-07-01,0
"847",23,2015-08-01,0
"848",23,2015-09-01,0
"849",23,2015-10-01,0
"850",23,2015-11-01,0
"851",23,2015-12-01,0
"852",23,2016-01-01,0
"853",23,2016-02-01,0
"854",23,2016-03-01,0
"855",23,2016-04-01,0
"856",23,2016-05-01,0
"857",23,2016-06-01,0
"858",23,2016-07-01,0
"859",23,2016-08-01,0
"860",23,2016-09-01,0
"861",23,2016-10-01,0
"862",23,2016-11-01,0
"863",23,2016-12-01,0
"864",23,2017-01-01,0
"865",23,2017-02-01,0
"866",23,2017-03-01,0
"867",23,2017-04-01,0
"868",23,2017-05-01,0
"869",23,2017-06-01,0
"870",23,2017-07-01,0
"871",23,2017-08-01,0
"872",23,2017-09-01,0
"873",23,2017-10-01,0
"874",23,2017-11-01,0
"875",24,2013-01-01,0
"876",24,2013-02-01,0
"877",24,2013-03-01,0
"878",24,2013-04-01,0
"879",24,2013-05-01,0
"880",24,2013-06-01,0
"881",24,2013-07-01,0
"882",24,2013-08-01,0
"883",24,2013-09-01,0
"884",24,2013-10-01,0
"885",24,2013-11-01,0
"886",24,2013-12-01,0
"887",24,2014-01-01,0
"888",24,2014-02-01,0
"889",24,2014-03-01,0
"890",24,2014-04-01,0
"891",24,2014-05-01,0
"892",24,2014-06-01,0
"893",24,2014-07-01,0
"894",24,2014-08-01,0
"895",24,2014-09-01,0
"896",24,2014-10-01,0
"897",24,2014-11-01,0
"898",24,2014-12-01,0
"899",24,2015-01-01,0
"900",24,2015-02-01,0
"901",24,2015-03-01,0
"902",24,2015-04-01,0
"903",24,2015-05-01,0
"904",24,2015-06-01,0
"905",24,2015-07-01,0
"906",24,2015-08-01,0
"907",24,2015-09-01,0
"908",24,2015-10-01,0
"909",24,2015-11-01,0
"910",24,2015-12-01,0
"911",24,2016-01-01,0
"912",24,2016-02-01,1
"913",25,2013-01-01,0
"914",25,2013-02-01,0
"915",25,2013-03-01,0
"916",25,2013-04-01,0
"917",25,2013-05-01,0
"918",25,2013-06-01,0
"919",25,2013-07-01,0
"920",25,2013-08-01,0
"921",25,2013-09-01,0
"922",25,2013-10-01,0
"923",25,2013-11-01,0
"924",25,2013-12-01,0
"925",25,2014-01-01,0
"926",25,2014-02-01,0
"927",25,2014-03-01,0
"928",25,2014-04-01,0
"929",25,2014-05-01,0
"930",25,2014-06-01,0
"931",25,2014-07-01,0
"932",25,2014-08-01,0
"933",25,2014-09-01,0
"934",25,2014-10-01,0
"935",25,2014-11-01,0
"936",25,2014-12-01,0
"937",25,2015-01-01,0
"938",25,2015-02-01,0
"939",25,2015-03-01,0
"940",25,2015-04-01,0
"941",25,2015-05-01,0
"942",25,2015-06-01,0
"943",25,2015-07-01,0
"944",25,2015-08-01,0
"945",25,2015-09-01,0
"946",25,2015-10-01,0
"947",25,2015-11-01,0
"948",25,2015-12-01,0
"949",25,2016-01-01,0
"950",25,2016-02-01,0
"951",25,2016-03-01,0
"952",25,2016-04-01,0
"953",25,2016-05-01,0
"954",25,2016-06-01,0
"955",25,2016-07-01,0
"956",25,2016-08-01,0
"957",25,2016-09-01,0
"958",25,2016-10-01,0
"959",25,2016-11-01,0
"960",25,2016-12-01,0
"961",25,2017-01-01,0
"962",25,2017-02-01,0
"963",25,2017-03-01,0
"964",25,2017-04-01,0
"965",25,2017-05-01,0
"966",25,2017-06-01,0
"967",25,2017-07-01,0
"968",25,2017-08-01,0
"969",25,2017-09-01,0
"970",25,2017-10-01,0
"971",25,2017-11-01,0
"972",26,2013-01-01,0
"973",26,2013-02-01,0
"974",26,2013-03-01,0
"975",26,2013-04-01,0
"976",26,2013-05-01,0
"977",26,2013-06-01,0
"978",26,2013-07-01,0
"979",26,2013-08-01,0
"980",26,2013-09-01,0
"981",26,2013-10-01,0
"982",26,2013-11-01,0
"983",26,2013-12-01,0
"984",26,2014-01-01,0
"985",26,2014-02-01,0
"986",26,2014-03-01,0
"987",26,2014-04-01,0
"988",26,2014-05-01,0
"989",26,2014-06-01,0
"990",26,2014-07-01,0
"991",26,2014-08-01,0
"992",26,2014-09-01,0
"993",26,2014-10-01,0
"994",26,2014-11-01,0
"995",26,2014-12-01,0
"996",26,2015-01-01,0
"997",26,2015-02-01,0
"998",26,2015-03-01,0
